호선,역명,요일,비율
2,동대문역사문화공원(DDP),일,0.7116351713278717
2,동대문역사문화공원(DDP),토,0.9370651930651452
2,동대문역사문화공원(DDP),화,1.0465443859394612
2,뚝섬,금,1.189567530969815
2,뚝섬,목,1.1438052124737874
2,뚝섬,수,1.1503067579639876
2,뚝섬,월,1.0823463415984025
2,뚝섬,일,0.527336127155355
2,뚝섬,토,0.7751966633083971
2,뚝섬,화,1.1314413665302565
2,문래,금,1.1897065744399788
2,문래,목,1.185470019209785
2,문래,수,1.1965038167597664
2,문래,월,1.1516554833565569
2,문래,일,0.4064046880041855
2,문래,토,0.6789110456061203
2,문래,화,1.1913483726236065
2,방배,금,1.1726348454623798
2,방배,목,1.2004882345829826
2,방배,수,1.2095321279796354
2,방배,월,1.146233906200255
2,방배,일,0.4139241140407014
2,방배,토,0.6523157410846827
2,방배,화,1.2048710306493633
2,봉천,금,1.1471895234042095
2,봉천,목,1.1263738847785767
2,봉천,수,1.1333390998135902
2,봉천,월,1.1013144118608629
2,봉천,일,0.552910249870588
2,봉천,토,0.8086819075959504
2,봉천,화,1.1301909226762223
2,사당,금,1.1577505131209445
2,사당,목,1.1042429618016083
2,사당,수,1.100624625572588
2,사당,월,1.0250091760313012
2,사당,일,0.6031045864048006
2,사당,토,0.9218952039635898
2,사당,화,1.0873729331051674
2,삼성(무역센터),금,1.2062852480656774
2,삼성(무역센터),목,1.200251579219097
2,삼성(무역센터),수,1.1806768515318893
2,삼성(무역센터),월,1.0908893875963332
2,삼성(무역센터),일,0.4770702624217505
2,삼성(무역센터),토,0.7046389168457188
2,삼성(무역센터),화,1.140187754319534
2,상왕십리,금,1.1670757042818016
2,상왕십리,목,1.1403737900278883
2,상왕십리,수,1.151670693254069
2,상왕십리,월,1.1057101602049926
2,상왕십리,일,0.5298081281165172
2,상왕십리,토,0.7720675118817624
2,상왕십리,화,1.1332940122329682
2,서울대입구(관악구청),금,1.1553775980358272
2,서울대입구(관악구청),목,1.104757006255122
2,서울대입구(관악구청),수,1.1120886628238549
2,서울대입구(관악구청),월,1.072125407256307
2,서울대입구(관악구청),일,0.5866965118469969
2,서울대입구(관악구청),토,0.8650072786463616
2,서울대입구(관악구청),화,1.103947535135531
2,서초,금,1.163282131226939
2,서초,목,1.1697170084559994
