버스정류소명,버스정류소ID
불광대호아파트,12280
불광1동공동주차장앞,12281
불광1치안센터.독바위역,12282
수리초등학교입구,12283
북한산수자인아파트,12284
불광중학교,12285
북한산대창센시티아파트,12286
북한산대창센시티아파트,12287
불광중학교,12288
북한산수자인아파트,12289
수리초등학교입구,12290
불광1치안센터.독바위역,12291
불광1동공동주차장앞,12292
불광대호아파트,12293
불광초등학교,12294
신사동고개 사거리,12295
백련산SK뷰아이파크아파트,12296
서부경찰서,12303
신진자동차고등학교,12304
응암시장,12305
서서울농협본점,12307
신진자동차고등학교,12308
서부경찰서,12309
디지털미디어시티역,12310
수색역,12311
덕은교.은평차고지앞,12314
덕은교.은평차고지앞,12315
수색교,12316
수색소방파출소,12317
수색역,12318
디지털미디어시티역,12319
수색동주민센터,12320
e편한세상수색에코포레,12321
은평터널앞,12322
e편한세상수색에코포레,12323
수색동주민센터,12324
새마을금고앞,12329
새마을금고앞,12330
미성아파트앞,12331
미성아파트앞,12332
상신중학교앞,12333
상신중학교앞,12334
숭실고입구,12335
현대아파트앞,12336
현대아파트앞,12337
신사사거리,12338
신사사거리,12339
동명여고후문,12340
동명탕앞,12341
하나은행역촌동지점,12343
충북슈퍼앞,12345
역촌상가앞,12347
제각말5단지.은평뉴타운도서관,12350
제각말5단지.은평뉴타운도서관,12351
연신초등학교,12361
증산역.증산동주민센터,12364
연신초등학교.연신내성당,12365
신사동고개,12366
시립서북병원,12367
신사동고개,12368
녹번역,12381
시립서북병원,12388
구산동사거리,12390
구산동사거리,12391
역촌동성당,12393
역촌동성당,12394
주유소앞,12406
은평권역공영차고지,12409
응암정보도서관,12415
응암정보도서관,12416
서울중앙교회앞,12417
우성공인중개사,12418
응암오거리,12419
갈현노인복지센터,12420
녹번동대림JR아파트앞,12421
연서중학교입구,12422
연서중학교입구,12423
지축교앞,12424
지축교앞,12425
진관중고교약수사입구,12426
응암3동주민센터,12427
롯데캐슬823동앞,12429
진관중고교앞,12430
아이파크701동앞,12431
푸르지오621동앞,12432
진관초교앞,12433
생태공원앞,12434
진관중고교앞,12435
래미안909동앞,12436
하나고.삼천사.진관사입구,12437
응암3동주민센터,12439
입곡삼거리,12440
입곡삼거리,12441
아이파크709동앞,12442
은진초교입구.은뜨락도서관,12445
은진초교입구.은뜨락도서관,12446
은평구민체육센터앞,12447
은평구민체육센터앞,12448
신도초-중교입구,12449
신도초-중교입구,12450
아이파크714동앞,12453
푸르지오604동앞,12455
푸르지오614동앞,12456
아이파크708동앞,12457
"진관동주민센터,은평우체국",12458
"진관동주민센터,은평우체국",12459
동부센트레빌324동앞,12460
두산위브253동앞,12461
동부센트레빌320동앞,12462
신도초교.은평메디텍고등학교,12463
하나고.삼천사.진관사입구,12464
두산위브205동앞,12465
래미안922동앞,12466
롯데캐슬820동앞,12467
진관공영차고지,12469
진관공영차고지,12470
기자촌11단지앞,12471
수국사입구,12472
백련산힐스테이트3차,12473
신도초교.은평메디텍고등학교,12474
응암초교.백련산힐스테이트 3차,12475
녹번역센트레빌아파트,12476
녹번역센트레빌아파트,12477
선진운수종점,12478
기자촌사거리,12479
갈현중앙시장,12480
갈현중앙시장,12481
녹번전철역,12560
농수산할인마트,12867
북가좌동삼거리,13001
북가좌동삼거리,13002
DMC래미안e.편한세상요진아파트,13003
DMC래미안e.편한세상요진아파트,13004
모래내시장.가좌역,13005
모래내시장.가좌역,13006
사천교,13007
연희104고지앞.구성산회관,13008
연희104고지앞.구성산회관,13009
서대문우체국,13010
서대문우체국,13011
연세대앞,13012
연세대앞,13013
세브란스병원앞,13014
세브란스병원앞,13015
이대후문,13016
이대후문,13017
동교동삼거리,13019
신촌오거리.현대백화점,13021
신촌오거리.2호선신촌역,13023
이대역,13025
산골고개,13026
산골고개,13027
홍제역.서대문세무서,13028
홍제역.서대문세무서,13029
홍제삼거리.인왕산한신휴플러스,13030
무악재역,13031
무악재역,13032
안산초등학교,13033
독립문역.한성과학고,13034
독립문역.한성과학고,13035
영천시장,13036
영천시장,13037
서대문역,13038
경찰청.동북아역사재단,13039
인왕산.홍제원아파트,13040
웨딩타운,13042
아현역,13044
충정로역,13045
충정로역,13046
서대문역사거리,13047
모래내시장.가좌역,13107
사천교,13109
연희104고지앞.구성산회관,13110
연희104고지앞.구성산회관,13111
서대문우체국,13112
서대문우체국,13113
연세대학교앞,13114
연대앞,13115
세브란스병원,13116
세브란스병원,13117
이대부중,13118
이대부중,13119
이대부고,13120
이대부고,13121
홍은동동부센트레빌,13122
산골고개,13123
홍은사거리,13124
홍제우체국,13125
영천시장,13133
금화초등학교.서울시교육청,13134
충정로역2호선,13137
이대역,13140
신촌기차역입구,13141
신촌역2호선,13142
신촌아트레온,13143
동교동삼거리연희동방면,13144
연세로.명물거리,13145
연세로.스타광장,13146
연희동대우아파트,13147
연희교차로,13148
연희교차로,13149
연희3거리,13150
연희3거리,13151
한성화교중고교,13152
한성화교중고교,13153
서대문자연사박물관입구,13154
서대문자연사박물관입구,13155
서대문구청·보건소·구의회,13156
서대문구청·서대문구의회,13157
동신병원,13158
서대문구 보건소 별관,13159
정원여중,13160
정원여중,13161
홍은현대아파트,13162
홍은현대아파트,13163
유진상가,13164
유진상가,13165
문화촌현대아파트,13166
문화촌현대아파트,13167
서울여자간호대학교.홍은초등학교,13168
서울여자간호대학교.홍은초등학교,13169
유원하나아파트,13170
유원하나아파트,13171
홍지문.옥천암,13172
홍지문,13173
북가좌2동주민센터,13174
북가좌2동주민센터,13175
KT가좌지사,13176
KT가좌지사,13177
동도하이츠아파트,13178
동도하이츠아파트,13179
DMC.파크뷰자이,13180
삼성래미안2차아파트,13181
모래내삼거리,13182
DMC래미안e.편한세상2.4단지,13183
모래내우체국.증가교회,13184
북가좌삼호·DMC아이파크아파트,13185
북가좌삼호·DMC아이파크아파트,13186
dmc센트레빌,13188
DMC파크뷰자이.별동상가,13189
래미안루센티아·DMC쌍용,13190
명지대사거리,13191
명지대사거리,13192
명지대사거리연가초교입구,13193
명지대,13194
명지대,13195
명지대삼거리,13196
명지대삼거리,13197
고은초등학교앞,13198
신연중학교서대문도서관,13199
백련교,13200
서대문문화체육회관입구,13201
홍연2교두산아파트앞,13202
홍남교,13203
연가교,13204
홍남교홍연아파트앞,13205
홍연시장,13206
연희홍연아파트,13207
서대문구청,13208
남가좌현대아파트,13209
신촌기차역,13210
신촌기차역,13211
증산교앞,13212
연희지하차도,13213
연희지하차도,13214
홍연2교현대교통종점,13215
홍연2교현대교통종점,13216
명지대입구.서울무용센터,13217
명지중고등학교,13218
명지중고등학교,13219
명지전문대.충암중고등학교,13220
명지전문대.충암중고등학교,13221
연희동자치회관,13222
연희동자치회관,13223
서대문구보훈회관,13224
서대문구보훈회관,13225
홍남교.서대문두바퀴환경센터,13226
홍남교.서대문두바퀴환경센터,13227
백련시장,13228
백련시장,13229
명지대사거리.우리은행,13230
명지대사거리국민은행앞,13231
연가초교.DMC래미안클라시스,13232
연가초.연희중.래미안클라시스,13233
북가좌사거리,13234
북가좌사거리,13235
북가좌소방파출소,13236
북가좌소방파출소,13237
충정로역5호선,13238
미동초등학교,13240
북가좌한양아파트앞,13241
북가좌초교·DMC현대아파트,13242
독립문역,13250
서대문경찰서,13252
충정로역2호선,13253
연가교,13256
명지대입구.신원지벤스타,13258
현대백화점,13259
서대문종합사회복지관,13260
서대문종합사회복지관,13261
홍남교백련시장입구,13262
북가좌초교사거리,13263
북가좌초교사거리,13264
은가어린이공원구150번종점,13265
증산교앞,13266
DMC두산위브아파트,13267
DMC두산위브아파트,13268
독립문공원.극동아파트,13270
봉원동사거리,13278
봉원사,13279
봉원사,13280
봉원동사거리,13281
삼호아파트,13282
서부운수기점,13285
중소기업은행,13299
봉원사길,13313
봉원사길,13314
연세로.문학의거리,13324
독립문공원,13325
독립문공원,13326
남가좌동현대아파트후문,13327
남가좌동현대아파트후문,13328
산골고개,13329
DMC래미안e-편한세상3단지,13330
DMC래미안e-편한세상3단지,13331
연흥교회,13332
홍제역4번출구,13334
남가좌동새마을금고,13335
국립대한민국 임시정부기념관,13336
독립문파크빌,13337
두산아파트,13338
DMC.파크뷰자이,13339
아현가구단지,13340
서대문문화체육회관,13626
아트레온,13724
연희초등학교,13731
연희초등학교,13749
충정로역,13766
마포역,14001
마포역,14002
공덕역,14003
공덕역,14004
아현동주민센터,14005
아현동주민센터,14006
마포경찰서,14007
마포경찰서,14008
아현초등학교,14009
아현초등학교,14010
합정역,14011
합정역,14012
서교동예식장타운,14013
서교동예식장타운,14014
홍대입구역,14015
홍대입구역,14016
동교동삼거리,14061
이대역,14064
아현역,14068
아현동가구단지,14100
마포구청.성산자동차검사소,14101
마포구청.마포장애인복지관,14102
마포농수산물시장.월드컵공원,14103
월드컵경기장남측.월드컵공원,14104
월드컵경기장서측,14105
월드컵경기장서측,14106
월드컵파크3단지.난지천공원,14107
월드컵파크3단지.난지천공원,14108
서부면허시험장,14109
서부면허시험장,14110
DMC첨단산업센터,14111
DMC첨단산업센터,14112
월드컵공원입구,14115
월드컵파크3단지정문,14116
월드컵파크2단지.에스플렉스센터,14117
월드컵파크2단지.에스플렉스센터,14118
합정역,14119
합정역,14120
서울화력발전소입구,14121
서울화력발전소입구,14122
상수역,14123
상수역,14124
서강초등학교,14125
서강초등학교,14126
광흥창역,14127
광흥창역,14128
광흥창역,14129
마포세무서,14130
중앙잔디광장,14131
마포역,14132
노을공원입구(난지미술창작스튜디오),14133
공덕역10번출구,14134
공덕역10번출구,14135
난지천공원다목적구장,14136
난지천공원,14137
월드컵경기장역,14138
마포구청.농수산물시장,14139
난지천공원다목적구장,14140
공덕역.공덕시장,14141
공덕시장,14142
신덕성결교회,14143
신덕성결교회,14144
한겨레신문사,14145
한겨레신문사,14146
노을공원입구(난지미술창작스튜디오),14147
난지한강공원(야구장),14148
공덕오거리,14149
공덕오거리,14150
용마루고개.신공덕삼성아파트,14151
서울대동창회관,14152
공덕역,14153
도화동현대아파트,14154
도화동현대아파트,14155
중동초등학교,14156
중동초등학교,14157
성산2동주민센타,14158
성산2동주민센타,14159
성산119안전센터,14160
성산119안전센터,14161
성산아파트,14162
성산아파트,14163
