STATION_CD,STATION_NM,LINE_NUM,요일,상하행,05시~06시,06시~07시,07시~08시,08시~09시,09시~10시,10시~11시,11시~12시,12시~13시,13시~14시,14시~15시,15시~16시,16시~17시,17시~18시,18시~19시,19시~20시,20시~21시,21시~22시,22시~23시,23시~24시,24시~25시
2816,석촌,08호선,평일,상행,2,7,11,12,7,7,7,7,7,8,7,7,8,10,9,8,7,6,4,4
2816,석촌,08호선,평일,하행,2,7,9,12,9,7,7,7,7,7,7,7,7,11,9,9,6,6,5,4
2816,석촌,08호선,토요일,상행,2,7,7,7,7,7,7,7,7,7,7,7,7,7,8,6,7,5,5,1
2816,석촌,08호선,토요일,하행,2,7,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,1
2816,석촌,08호선,휴일/일요일,상행,2,7,7,7,7,7,7,7,7,7,7,7,7,7,8,6,7,5,5,1
2816,석촌,08호선,휴일/일요일,하행,2,7,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,1
2817,송파,08호선,평일,상행,2,7,11,12,7,7,8,7,7,7,7,7,8,11,9,7,7,6,4,4
2817,송파,08호선,평일,하행,2,6,9,13,9,7,7,7,7,7,7,7,7,10,10,8,7,6,5,4
2817,송파,08호선,토요일,상행,2,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,5,5,1
2817,송파,08호선,토요일,하행,2,6,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,5,5,1
2817,송파,08호선,휴일/일요일,상행,2,7,7,7,7,7,7,7,7,7,7,8,7,7,7,6,7,5,5,1
2817,송파,08호선,휴일/일요일,하행,2,6,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,5,5,1
2815,잠실,08호선,평일,상행,2,7,11,11,8,7,7,7,7,7,7,7,9,10,9,8,6,6,4,5
2815,잠실,08호선,평일,하행,3,6,9,12,9,7,7,7,7,7,7,8,7,10,10,8,7,6,4,4
2815,잠실,08호선,토요일,상행,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,1
2815,잠실,08호선,토요일,하행,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,0
2815,잠실,08호선,휴일/일요일,상행,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,1
2815,잠실,08호선,휴일/일요일,하행,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,0
2819,문정,08호선,평일,상행,2,7,11,11,8,7,7,7,7,7,7,7,9,10,9,8,6,6,4,4
2819,문정,08호선,평일,하행,3,6,8,13,9,7,7,7,7,8,7,7,7,10,10,8,7,6,5,3
2819,문정,08호선,토요일,상행,2,6,7,7,8,7,7,7,7,7,7,7,7,7,7,7,6,6,5,0
2819,문정,08호선,토요일,하행,3,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,6,6,5,0
2819,문정,08호선,휴일/일요일,상행,2,6,7,7,8,7,7,7,7,7,7,7,7,7,7,7,6,6,5,0
2819,문정,08호선,휴일/일요일,하행,3,6,7,7,7,7,7,7,7,7,7,7,7,8,7,7,6,6,5,0
2818,가락시장,08호선,평일,상행,2,6,12,11,8,7,7,7,7,7,7,7,9,10,9,7,7,6,4,5
2818,가락시장,08호선,평일,하행,2,6,9,12,9,7,8,7,7,7,7,7,7,10,10,8,7,6,5,3
2818,가락시장,08호선,토요일,상행,2,6,7,7,7,7,7,8,7,7,7,7,7,7,7,7,6,5,5,1
2818,가락시장,08호선,토요일,하행,2,6,7,7,7,7,7,7,7,7,8,7,7,7,7,7,6,6,5,1
2818,가락시장,08호선,휴일/일요일,상행,2,6,7,7,7,7,7,8,7,7,7,7,7,7,7,7,6,5,5,1
2818,가락시장,08호선,휴일/일요일,하행,2,6,7,7,7,7,7,7,7,7,8,7,7,7,7,7,6,6,5,1
2820,장지,08호선,평일,상행,2,7,12,10,8,7,7,7,7,7,7,7,9,11,8,8,6,6,4,4
2820,장지,08호선,평일,하행,3,6,8,13,9,7,7,7,7,7,7,7,8,10,9,9,7,6,5,3
2820,장지,08호선,토요일,상행,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,0
2820,장지,08호선,토요일,하행,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,0
2820,장지,08호선,휴일/일요일,상행,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,5,0
2820,장지,08호선,휴일/일요일,하행,3,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,0
