요일,연도,역명,방향,시간대,혼잡도
토요일,2017,서울역,상선,14시~15시,50.5
토요일,2017,시청,상선,14시~15시,49.5
토요일,2017,종각,상선,14시~15시,47.35
토요일,2017,종로3가,상선,14시~15시,51.25
토요일,2017,종로5가,상선,14시~15시,46.75
토요일,2017,동대문,상선,14시~15시,46.35
토요일,2017,신설동,상선,14시~15시,41.05
토요일,2017,제기동,상선,14시~15시,34.8
토요일,2017,청량리,상선,14시~15시,29.6
토요일,2017,동묘앞,상선,14시~15시,42.2
일요일,2017,서울역,상선,14시~15시,39.15
일요일,2017,시청,상선,14시~15시,39.65
일요일,2017,종각,상선,14시~15시,37.25
일요일,2017,종로3가,상선,14시~15시,38.6
일요일,2017,종로5가,상선,14시~15시,36.3
일요일,2017,동대문,상선,14시~15시,35.7
일요일,2017,신설동,상선,14시~15시,30.35
일요일,2017,제기동,상선,14시~15시,25.05
일요일,2017,청량리,상선,14시~15시,21.85
일요일,2017,동묘앞,상선,14시~15시,31.45
평일,2019,서울역,상선,14시~15시,30.6
평일,2019,시청,상선,14시~15시,31.4
평일,2019,종각,상선,14시~15시,31.8
평일,2019,종로3가,상선,14시~15시,34.75
평일,2019,종로5가,상선,14시~15시,34.35
평일,2019,동대문,상선,14시~15시,35.2
평일,2019,신설동,상선,14시~15시,31.6
평일,2019,제기동,상선,14시~15시,26.15
평일,2019,청량리,상선,14시~15시,21.7
평일,2019,동묘앞,상선,14시~15시,32.1
토요일,2019,서울역,상선,14시~15시,54.15
토요일,2019,시청,상선,14시~15시,50.2
토요일,2019,종각,상선,14시~15시,48.15
토요일,2019,종로3가,상선,14시~15시,49.65
토요일,2019,종로5가,상선,14시~15시,46.35
토요일,2019,동대문,상선,14시~15시,46.15
토요일,2019,신설동,상선,14시~15시,36.95
토요일,2019,제기동,상선,14시~15시,31.1
토요일,2019,청량리,상선,14시~15시,24.55
토요일,2019,동묘앞,상선,14시~15시,39.6
일요일,2019,서울역,상선,14시~15시,27.9
일요일,2019,시청,상선,14시~15시,27.7
일요일,2019,종각,상선,14시~15시,27.1
일요일,2019,종로3가,상선,14시~15시,28.6
일요일,2019,종로5가,상선,14시~15시,27.9
일요일,2019,동대문,상선,14시~15시,28.25
일요일,2019,신설동,상선,14시~15시,25.6
일요일,2019,제기동,상선,14시~15시,22.75
일요일,2019,청량리,상선,14시~15시,18.4
일요일,2019,동묘앞,상선,14시~15시,26.15
평일,2021,서울역,상선,14시~15시,20.2
평일,2021,시청,상선,14시~15시,21.1
평일,2021,종각,상선,14시~15시,22.4
평일,2021,종로3가,상선,14시~15시,25.15
평일,2021,종로5가,상선,14시~15시,24.75
평일,2021,동대문,상선,14시~15시,25.45
평일,2021,신설동,상선,14시~15시,21.15
평일,2021,제기동,상선,14시~15시,19.15
평일,2021,청량리,상선,14시~15시,16.15
평일,2021,동묘앞,상선,14시~15시,21.55
토요일,2021,서울역,상선,14시~15시,29.45
토요일,2021,시청,상선,14시~15시,30.25
토요일,2021,종각,상선,14시~15시,28.7
토요일,2021,종로3가,상선,14시~15시,30.45
토요일,2021,종로5가,상선,14시~15시,28.85
토요일,2021,동대문,상선,14시~15시,29.45
토요일,2021,신설동,상선,14시~15시,25.95
토요일,2021,제기동,상선,14시~15시,22.05
토요일,2021,청량리,상선,14시~15시,17.95
토요일,2021,동묘앞,상선,14시~15시,26.35
일요일,2021,서울역,상선,14시~15시,23.35
일요일,2021,시청,상선,14시~15시,23.2
일요일,2021,종각,상선,14시~15시,22.5
일요일,2021,종로3가,상선,14시~15시,23.85
일요일,2021,종로5가,상선,14시~15시,23.85
일요일,2021,동대문,상선,14시~15시,24.2
일요일,2021,신설동,상선,14시~15시,21.7
일요일,2021,제기동,상선,14시~15시,18.1
일요일,2021,청량리,상선,14시~15시,14.8
일요일,2021,동묘앞,상선,14시~15시,21.7
평일,2022,서울역,상선,14시~15시,25.55
평일,2022,시청,상선,14시~15시,26.95
평일,2022,종각,상선,14시~15시,28.4
평일,2022,종로3가,상선,14시~15시,32.1
평일,2022,종로5가,상선,14시~15시,31.3
평일,2022,동대문,상선,14시~15시,32.65
평일,2022,신설동,상선,14시~15시,27.35
평일,2022,제기동,상선,14시~15시,25.15
평일,2022,청량리,상선,14시~15시,21.75
평일,2022,동묘앞,상선,14시~15시,28.1
토요일,2022,서울역,상선,14시~15시,43.2
토요일,2022,시청,상선,14시~15시,39.7
토요일,2022,종각,상선,14시~15시,38.8
토요일,2022,종로3가,상선,14시~15시,41.5
토요일,2022,종로5가,상선,14시~15시,38
토요일,2022,동대문,상선,14시~15시,38.3
토요일,2022,신설동,상선,14시~15시,32.3
토요일,2022,제기동,상선,14시~15시,28.55
토요일,2022,청량리,상선,14시~15시,23.1
토요일,2022,동묘앞,상선,14시~15시,33.45
일요일,2022,서울역,상선,14시~15시,28.65
일요일,2022,시청,상선,14시~15시,28.45
일요일,2022,종각,상선,14시~15시,27.6
일요일,2022,종로3가,상선,14시~15시,29.65
일요일,2022,종로5가,상선,14시~15시,28.35
일요일,2022,동대문,상선,14시~15시,29.25
일요일,2022,신설동,상선,14시~15시,26.15
일요일,2022,제기동,상선,14시~15시,22.85
일요일,2022,청량리,상선,14시~15시,18
일요일,2022,동묘앞,상선,14시~15시,26.65
평일,2015,청량리,상선,14시~15시,36
평일,2015,제기동,상선,14시~15시,32
평일,2015,신설동,상선,14시~15시,38
평일,2015,동묘앞,상선,14시~15시,39
평일,2015,동대문,상선,14시~15시,43
평일,2015,종로5가,상선,14시~15시,46
평일,2015,종로3가,상선,14시~15시,47
평일,2015,종각,상선,14시~15시,43
평일,2015,시청,상선,14시~15시,41
평일,2015,서울역,상선,14시~15시,40
토요일,2015,청량리,상선,14시~15시,42
토요일,2015,제기동,상선,14시~15시,40
토요일,2015,신설동,상선,14시~15시,45
토요일,2015,동묘앞,상선,14시~15시,45
토요일,2015,동대문,상선,14시~15시,50
토요일,2015,종로5가,상선,14시~15시,59
토요일,2015,종로3가,상선,14시~15시,64
토요일,2015,종각,상선,14시~15시,67
토요일,2015,시청,상선,14시~15시,68
토요일,2015,서울역,상선,14시~15시,79
일요일,2015,청량리,상선,14시~15시,33
일요일,2015,제기동,상선,14시~15시,30
일요일,2015,신설동,상선,14시~15시,34
일요일,2015,동묘앞,상선,14시~15시,35
일요일,2015,동대문,상선,14시~15시,40
일요일,2015,종로5가,상선,14시~15시,44
일요일,2015,종로3가,상선,14시~15시,47
일요일,2015,종각,상선,14시~15시,50
일요일,2015,시청,상선,14시~15시,51
일요일,2015,서울역,상선,14시~15시,50
평일,2013,서울역,상선,14시~15시,34
평일,2013,시청,상선,14시~15시,41
평일,2013,종각,상선,14시~15시,42
평일,2013,종로3가,상선,14시~15시,51
평일,2013,종로5가,상선,14시~15시,49
평일,2013,동대문,상선,14시~15시,49
평일,2013,동묘앞,상선,14시~15시,46
평일,2013,신설동,상선,14시~15시,43
평일,2013,제기동,상선,14시~15시,37
평일,2013,청량리,상선,14시~15시,31
토요일,2013,서울역,상선,14시~15시,47
토요일,2013,시청,상선,14시~15시,53
토요일,2013,종각,상선,14시~15시,52
토요일,2013,종로3가,상선,14시~15시,59
토요일,2013,종로5가,상선,14시~15시,56
토요일,2013,동대문,상선,14시~15시,55
토요일,2013,동묘앞,상선,14시~15시,51
토요일,2013,신설동,상선,14시~15시,48
토요일,2013,제기동,상선,14시~15시,43
토요일,2013,청량리,상선,14시~15시,33
일요일,2013,서울역,상선,14시~15시,42
일요일,2013,시청,상선,14시~15시,46
일요일,2013,종각,상선,14시~15시,43
일요일,2013,종로3가,상선,14시~15시,48
일요일,2013,종로5가,상선,14시~15시,47
일요일,2013,동대문,상선,14시~15시,44
일요일,2013,동묘앞,상선,14시~15시,40
일요일,2013,신설동,상선,14시~15시,37
일요일,2013,제기동,상선,14시~15시,32
일요일,2013,청량리,상선,14시~15시,25
평일,2011,서울역,상선,14시~15시,32
평일,2011,시청,상선,14시~15시,39
평일,2011,종각,상선,14시~15시,41
평일,2011,종로3가,상선,14시~15시,50
평일,2011,종로5가,상선,14시~15시,47
평일,2011,동대문,상선,14시~15시,48
평일,2011,동묘앞,상선,14시~15시,45
평일,2011,신설동,상선,14시~15시,42
평일,2011,제기동,상선,14시~15시,36
평일,2011,청량리,상선,14시~15시,31
토요일,2011,서울역,상선,14시~15시,49
토요일,2011,시청,상선,14시~15시,56
토요일,2011,종각,상선,14시~15시,55
토요일,2011,종로3가,상선,14시~15시,64
토요일,2011,종로5가,상선,14시~15시,61
토요일,2011,동대문,상선,14시~15시,59
토요일,2011,동묘앞,상선,14시~15시,54
토요일,2011,신설동,상선,14시~15시,54
토요일,2011,제기동,상선,14시~15시,48
토요일,2011,청량리,상선,14시~15시,40
일요일,2011,서울역,상선,14시~15시,34
일요일,2011,시청,상선,14시~15시,38
일요일,2011,종각,상선,14시~15시,38
일요일,2011,종로3가,상선,14시~15시,45
일요일,2011,종로5가,상선,14시~15시,43
일요일,2011,동대문,상선,14시~15시,42
일요일,2011,동묘앞,상선,14시~15시,38
일요일,2011,신설동,상선,14시~15시,37
일요일,2011,제기동,상선,14시~15시,34
일요일,2011,청량리,상선,14시~15시,28
평일,2017,서울역,상선,15시~16시,29.9
평일,2017,시청,상선,15시~16시,31.5
평일,2017,종각,상선,15시~16시,35.1
평일,2017,종로3가,상선,15시~16시,41.15
평일,2017,종로5가,상선,15시~16시,40.55
평일,2017,동대문,상선,15시~16시,41.25
평일,2017,신설동,상선,15시~16시,36.15
평일,2017,제기동,상선,15시~16시,32.5
평일,2017,청량리,상선,15시~16시,28.7
평일,2017,동묘앞,상선,15시~16시,37.95
토요일,2017,서울역,상선,15시~16시,49.05
토요일,2017,시청,상선,15시~16시,46.4
토요일,2017,종각,상선,15시~16시,46.8
토요일,2017,종로3가,상선,15시~16시,51.35
토요일,2017,종로5가,상선,15시~16시,51.25
토요일,2017,동대문,상선,15시~16시,51.35
토요일,2017,신설동,상선,15시~16시,45.25
토요일,2017,제기동,상선,15시~16시,40.25
토요일,2017,청량리,상선,15시~16시,35.2
토요일,2017,동묘앞,상선,15시~16시,47.8
일요일,2017,서울역,상선,15시~16시,35.95
일요일,2017,시청,상선,15시~16시,35.1
일요일,2017,종각,상선,15시~16시,37.15
일요일,2017,종로3가,상선,15시~16시,40.05
일요일,2017,종로5가,상선,15시~16시,39.95
일요일,2017,동대문,상선,15시~16시,40.45
일요일,2017,신설동,상선,15시~16시,35.85
일요일,2017,제기동,상선,15시~16시,32.15
일요일,2017,청량리,상선,15시~16시,27.45
일요일,2017,동묘앞,상선,15시~16시,37.35
평일,2019,서울역,상선,15시~16시,27.35
평일,2019,시청,상선,15시~16시,29.3
평일,2019,종각,상선,15시~16시,33.5
평일,2019,종로3가,상선,15시~16시,37.7
평일,2019,종로5가,상선,15시~16시,36.9
평일,2019,동대문,상선,15시~16시,36.95
평일,2019,신설동,상선,15시~16시,32.95
평일,2019,제기동,상선,15시~16시,29.05
평일,2019,청량리,상선,15시~16시,25.65
평일,2019,동묘앞,상선,15시~16시,34.25
토요일,2019,서울역,상선,15시~16시,46.35
토요일,2019,시청,상선,15시~16시,49.5
토요일,2019,종각,상선,15시~16시,51
토요일,2019,종로3가,상선,15시~16시,53.55
토요일,2019,종로5가,상선,15시~16시,49.3
토요일,2019,동대문,상선,15시~16시,49.2
토요일,2019,신설동,상선,15시~16시,44.55
토요일,2019,제기동,상선,15시~16시,39.4
토요일,2019,청량리,상선,15시~16시,32.8
토요일,2019,동묘앞,상선,15시~16시,43.95
일요일,2019,서울역,상선,15시~16시,23.95
일요일,2019,시청,상선,15시~16시,25.2
일요일,2019,종각,상선,15시~16시,26.7
일요일,2019,종로3가,상선,15시~16시,30.1
일요일,2019,종로5가,상선,15시~16시,28.75
일요일,2019,동대문,상선,15시~16시,29.45
일요일,2019,신설동,상선,15시~16시,26.9
일요일,2019,제기동,상선,15시~16시,24.8
일요일,2019,청량리,상선,15시~16시,20.7
일요일,2019,동묘앞,상선,15시~16시,27.45
평일,2021,서울역,상선,15시~16시,18.45
평일,2021,시청,상선,15시~16시,19.8
평일,2021,종각,상선,15시~16시,23
평일,2021,종로3가,상선,15시~16시,26.1
평일,2021,종로5가,상선,15시~16시,26.35
평일,2021,동대문,상선,15시~16시,26
평일,2021,신설동,상선,15시~16시,25.3
평일,2021,제기동,상선,15시~16시,21.15
평일,2021,청량리,상선,15시~16시,18.2
평일,2021,동묘앞,상선,15시~16시,23.85
토요일,2021,서울역,상선,15시~16시,28.1
토요일,2021,시청,상선,15시~16시,26.7
토요일,2021,종각,상선,15시~16시,26.65
토요일,2021,종로3가,상선,15시~16시,28.25
토요일,2021,종로5가,상선,15시~16시,28.6
토요일,2021,동대문,상선,15시~16시,29.15
토요일,2021,신설동,상선,15시~16시,28.7
토요일,2021,제기동,상선,15시~16시,25.1
토요일,2021,청량리,상선,15시~16시,21.45
토요일,2021,동묘앞,상선,15시~16시,24.8
일요일,2021,서울역,상선,15시~16시,21.35
일요일,2021,시청,상선,15시~16시,20.95
일요일,2021,종각,상선,15시~16시,21
일요일,2021,종로3가,상선,15시~16시,22.8
일요일,2021,종로5가,상선,15시~16시,22.5
일요일,2021,동대문,상선,15시~16시,22.35
일요일,2021,신설동,상선,15시~16시,23.3
일요일,2021,제기동,상선,15시~16시,20.6
일요일,2021,청량리,상선,15시~16시,17.05
일요일,2021,동묘앞,상선,15시~16시,19.5
평일,2022,서울역,상선,15시~16시,24.7
평일,2022,시청,상선,15시~16시,26
평일,2022,종각,상선,15시~16시,28.95
평일,2022,종로3가,상선,15시~16시,33.9
평일,2022,종로5가,상선,15시~16시,33.6
평일,2022,동대문,상선,15시~16시,33.65
평일,2022,신설동,상선,15시~16시,30.95
평일,2022,제기동,상선,15시~16시,26.75
평일,2022,청량리,상선,15시~16시,23.15
평일,2022,동묘앞,상선,15시~16시,30.8
토요일,2022,서울역,상선,15시~16시,40.8
토요일,2022,시청,상선,15시~16시,42.65
토요일,2022,종각,상선,15시~16시,40.6
토요일,2022,종로3가,상선,15시~16시,41.9
토요일,2022,종로5가,상선,15시~16시,40.25
토요일,2022,동대문,상선,15시~16시,38.05
토요일,2022,신설동,상선,15시~16시,37.7
토요일,2022,제기동,상선,15시~16시,32.9
토요일,2022,청량리,상선,15시~16시,28.7
토요일,2022,동묘앞,상선,15시~16시,32.85
일요일,2022,서울역,상선,15시~16시,27.1
일요일,2022,시청,상선,15시~16시,27.1
일요일,2022,종각,상선,15시~16시,27.3
일요일,2022,종로3가,상선,15시~16시,30.05
일요일,2022,종로5가,상선,15시~16시,30
일요일,2022,동대문,상선,15시~16시,30.2
일요일,2022,신설동,상선,15시~16시,29.65
일요일,2022,제기동,상선,15시~16시,25.85
일요일,2022,청량리,상선,15시~16시,22.05
일요일,2022,동묘앞,상선,15시~16시,25.75
평일,2015,청량리,상선,15시~16시,41
평일,2015,제기동,상선,15시~16시,35
평일,2015,신설동,상선,15시~16시,39
평일,2015,동묘앞,상선,15시~16시,40
평일,2015,동대문,상선,15시~16시,43
평일,2015,종로5가,상선,15시~16시,47
평일,2015,종로3가,상선,15시~16시,47
평일,2015,종각,상선,15시~16시,41
평일,2015,시청,상선,15시~16시,40
평일,2015,서울역,상선,15시~16시,36
토요일,2015,청량리,상선,15시~16시,53
토요일,2015,제기동,상선,15시~16시,48
토요일,2015,신설동,상선,15시~16시,52
토요일,2015,동묘앞,상선,15시~16시,55
토요일,2015,동대문,상선,15시~16시,59
토요일,2015,종로5가,상선,15시~16시,67
토요일,2015,종로3가,상선,15시~16시,70
토요일,2015,종각,상선,15시~16시,73
토요일,2015,시청,상선,15시~16시,72
토요일,2015,서울역,상선,15시~16시,77
일요일,2015,청량리,상선,15시~16시,42
일요일,2015,제기동,상선,15시~16시,36
일요일,2015,신설동,상선,15시~16시,40
일요일,2015,동묘앞,상선,15시~16시,42
일요일,2015,동대문,상선,15시~16시,46
일요일,2015,종로5가,상선,15시~16시,51
일요일,2015,종로3가,상선,15시~16시,52
일요일,2015,종각,상선,15시~16시,51
일요일,2015,시청,상선,15시~16시,50
일요일,2015,서울역,상선,15시~16시,51
평일,2013,서울역,상선,15시~16시,33
평일,2013,시청,상선,15시~16시,40
평일,2013,종각,상선,15시~16시,44
평일,2013,종로3가,상선,15시~16시,55
평일,2013,종로5가,상선,15시~16시,53
평일,2013,동대문,상선,15시~16시,52
평일,2013,동묘앞,상선,15시~16시,49
평일,2013,신설동,상선,15시~16시,47
평일,2013,제기동,상선,15시~16시,42
평일,2013,청량리,상선,15시~16시,36
토요일,2013,서울역,상선,15시~16시,49
토요일,2013,시청,상선,15시~16시,56
토요일,2013,종각,상선,15시~16시,56
토요일,2013,종로3가,상선,15시~16시,63
토요일,2013,종로5가,상선,15시~16시,61
토요일,2013,동대문,상선,15시~16시,61
토요일,2013,동묘앞,상선,15시~16시,56
토요일,2013,신설동,상선,15시~16시,53
토요일,2013,제기동,상선,15시~16시,49
토요일,2013,청량리,상선,15시~16시,41
일요일,2013,서울역,상선,15시~16시,43
일요일,2013,시청,상선,15시~16시,48
일요일,2013,종각,상선,15시~16시,48
일요일,2013,종로3가,상선,15시~16시,53
일요일,2013,종로5가,상선,15시~16시,51
일요일,2013,동대문,상선,15시~16시,50
일요일,2013,동묘앞,상선,15시~16시,46
일요일,2013,신설동,상선,15시~16시,44
일요일,2013,제기동,상선,15시~16시,40
일요일,2013,청량리,상선,15시~16시,34
평일,2011,서울역,상선,15시~16시,29
평일,2011,시청,상선,15시~16시,33
평일,2011,종각,상선,15시~16시,36
평일,2011,종로3가,상선,15시~16시,43
평일,2011,종로5가,상선,15시~16시,42
평일,2011,동대문,상선,15시~16시,43
평일,2011,동묘앞,상선,15시~16시,40
평일,2011,신설동,상선,15시~16시,42
평일,2011,제기동,상선,15시~16시,38
평일,2011,청량리,상선,15시~16시,33
토요일,2011,서울역,상선,15시~16시,44
토요일,2011,시청,상선,15시~16시,50
토요일,2011,종각,상선,15시~16시,49
토요일,2011,종로3가,상선,15시~16시,57
토요일,2011,종로5가,상선,15시~16시,57
토요일,2011,동대문,상선,15시~16시,57
토요일,2011,동묘앞,상선,15시~16시,53
토요일,2011,신설동,상선,15시~16시,54
토요일,2011,제기동,상선,15시~16시,47
토요일,2011,청량리,상선,15시~16시,42
일요일,2011,서울역,상선,15시~16시,31
일요일,2011,시청,상선,15시~16시,37
일요일,2011,종각,상선,15시~16시,37
일요일,2011,종로3가,상선,15시~16시,42
일요일,2011,종로5가,상선,15시~16시,41
일요일,2011,동대문,상선,15시~16시,41
일요일,2011,동묘앞,상선,15시~16시,39
일요일,2011,신설동,상선,15시~16시,40
일요일,2011,제기동,상선,15시~16시,35
일요일,2011,청량리,상선,15시~16시,30
평일,2017,서울역,상선,16시~17시,30.45
평일,2017,시청,상선,16시~17시,31.8
평일,2017,종각,상선,16시~17시,34.45
평일,2017,종로3가,상선,16시~17시,39.85
평일,2017,종로5가,상선,16시~17시,39.9
평일,2017,동대문,상선,16시~17시,41.75
평일,2017,신설동,상선,16시~17시,36.4
평일,2017,제기동,상선,16시~17시,35
평일,2017,청량리,상선,16시~17시,30.1
평일,2017,동묘앞,상선,16시~17시,39.2
토요일,2017,서울역,상선,16시~17시,51.6
토요일,2017,시청,상선,16시~17시,52.1
토요일,2017,종각,상선,16시~17시,52.45
토요일,2017,종로3가,상선,16시~17시,56.75
토요일,2017,종로5가,상선,16시~17시,53.5
토요일,2017,동대문,상선,16시~17시,54.8
토요일,2017,신설동,상선,16시~17시,55
토요일,2017,제기동,상선,16시~17시,52.05
토요일,2017,청량리,상선,16시~17시,42.8
토요일,2017,동묘앞,상선,16시~17시,51.35
일요일,2017,서울역,상선,16시~17시,36.75
일요일,2017,시청,상선,16시~17시,36.7
일요일,2017,종각,상선,16시~17시,36
일요일,2017,종로3가,상선,16시~17시,39.1
일요일,2017,종로5가,상선,16시~17시,38
일요일,2017,동대문,상선,16시~17시,39.7
일요일,2017,신설동,상선,16시~17시,41.8
일요일,2017,제기동,상선,16시~17시,40.05
일요일,2017,청량리,상선,16시~17시,32.95
일요일,2017,동묘앞,상선,16시~17시,38.55
평일,2019,서울역,상선,16시~17시,30.1
평일,2019,시청,상선,16시~17시,31.95
평일,2019,종각,상선,16시~17시,32.9
평일,2019,종로3가,상선,16시~17시,38
평일,2019,종로5가,상선,16시~17시,38.35
평일,2019,동대문,상선,16시~17시,40.8
평일,2019,신설동,상선,16시~17시,35.4
평일,2019,제기동,상선,16시~17시,34.35
평일,2019,청량리,상선,16시~17시,28.9
평일,2019,동묘앞,상선,16시~17시,38.15
토요일,2019,서울역,상선,16시~17시,50.95
토요일,2019,시청,상선,16시~17시,51.95
토요일,2019,종각,상선,16시~17시,55.4
토요일,2019,종로3가,상선,16시~17시,58.35
토요일,2019,종로5가,상선,16시~17시,56.15
토요일,2019,동대문,상선,16시~17시,56.4
토요일,2019,신설동,상선,16시~17시,54.45
토요일,2019,제기동,상선,16시~17시,51.8
토요일,2019,청량리,상선,16시~17시,42.45
토요일,2019,동묘앞,상선,16시~17시,53.1
일요일,2019,서울역,상선,16시~17시,29.15
일요일,2019,시청,상선,16시~17시,28.1
일요일,2019,종각,상선,16시~17시,30.05
일요일,2019,종로3가,상선,16시~17시,31.25
일요일,2019,종로5가,상선,16시~17시,31.05
일요일,2019,동대문,상선,16시~17시,31.3
일요일,2019,신설동,상선,16시~17시,30.45
일요일,2019,제기동,상선,16시~17시,29.85
일요일,2019,청량리,상선,16시~17시,25.25
일요일,2019,동묘앞,상선,16시~17시,28.9
평일,2021,서울역,상선,16시~17시,17.05
평일,2021,시청,상선,16시~17시,18.7
평일,2021,종각,상선,16시~17시,20.8
평일,2021,종로3가,상선,16시~17시,24.2
평일,2021,종로5가,상선,16시~17시,25.1
평일,2021,동대문,상선,16시~17시,27.25
평일,2021,신설동,상선,16시~17시,22.65
평일,2021,제기동,상선,16시~17시,21.55
평일,2021,청량리,상선,16시~17시,21.05
평일,2021,동묘앞,상선,16시~17시,25.9
토요일,2021,서울역,상선,16시~17시,25.2
토요일,2021,시청,상선,16시~17시,26.55
토요일,2021,종각,상선,16시~17시,26.35
토요일,2021,종로3가,상선,16시~17시,29.1
토요일,2021,종로5가,상선,16시~17시,28.25
토요일,2021,동대문,상선,16시~17시,28.75
토요일,2021,신설동,상선,16시~17시,22.6
토요일,2021,제기동,상선,16시~17시,21.05
토요일,2021,청량리,상선,16시~17시,20.2
토요일,2021,동묘앞,상선,16시~17시,27.05
일요일,2021,서울역,상선,16시~17시,18.15
일요일,2021,시청,상선,16시~17시,17.9
일요일,2021,종각,상선,16시~17시,18.45
일요일,2021,종로3가,상선,16시~17시,19.9
일요일,2021,종로5가,상선,16시~17시,19.65
일요일,2021,동대문,상선,16시~17시,21.95
일요일,2021,신설동,상선,16시~17시,18.25
일요일,2021,제기동,상선,16시~17시,17.25
일요일,2021,청량리,상선,16시~17시,15.9
일요일,2021,동묘앞,상선,16시~17시,20.65
평일,2022,서울역,상선,16시~17시,24.05
평일,2022,시청,상선,16시~17시,26.3
평일,2022,종각,상선,16시~17시,29.2
평일,2022,종로3가,상선,16시~17시,33.15
평일,2022,종로5가,상선,16시~17시,33.8
평일,2022,동대문,상선,16시~17시,35.55
평일,2022,신설동,상선,16시~17시,29.9
평일,2022,제기동,상선,16시~17시,28.45
평일,2022,청량리,상선,16시~17시,27.65
평일,2022,동묘앞,상선,16시~17시,33.45
토요일,2022,서울역,상선,16시~17시,34.3
토요일,2022,시청,상선,16시~17시,35.65
토요일,2022,종각,상선,16시~17시,35
토요일,2022,종로3가,상선,16시~17시,39.45
토요일,2022,종로5가,상선,16시~17시,37.75
토요일,2022,동대문,상선,16시~17시,40.5
토요일,2022,신설동,상선,16시~17시,32.1
토요일,2022,제기동,상선,16시~17시,30.1
토요일,2022,청량리,상선,16시~17시,26.55
토요일,2022,동묘앞,상선,16시~17시,37.4
일요일,2022,서울역,상선,16시~17시,22.3
일요일,2022,시청,상선,16시~17시,22.3
일요일,2022,종각,상선,16시~17시,23.25
일요일,2022,종로3가,상선,16시~17시,26.35
일요일,2022,종로5가,상선,16시~17시,26
일요일,2022,동대문,상선,16시~17시,28.25
일요일,2022,신설동,상선,16시~17시,23.6
일요일,2022,제기동,상선,16시~17시,22.2
일요일,2022,청량리,상선,16시~17시,19.8
일요일,2022,동묘앞,상선,16시~17시,26.35
평일,2015,청량리,상선,16시~17시,46
평일,2015,제기동,상선,16시~17시,39
평일,2015,신설동,상선,16시~17시,41
평일,2015,동묘앞,상선,16시~17시,42
평일,2015,동대문,상선,16시~17시,45
평일,2015,종로5가,상선,16시~17시,47
평일,2015,종로3가,상선,16시~17시,47
평일,2015,종각,상선,16시~17시,42
평일,2015,시청,상선,16시~17시,39
평일,2015,서울역,상선,16시~17시,37
토요일,2015,청량리,상선,16시~17시,67
토요일,2015,제기동,상선,16시~17시,58
토요일,2015,신설동,상선,16시~17시,61
토요일,2015,동묘앞,상선,16시~17시,60
토요일,2015,동대문,상선,16시~17시,59
토요일,2015,종로5가,상선,16시~17시,70
토요일,2015,종로3가,상선,16시~17시,71
토요일,2015,종각,상선,16시~17시,71
토요일,2015,시청,상선,16시~17시,74
토요일,2015,서울역,상선,16시~17시,74
일요일,2015,청량리,상선,16시~17시,53
일요일,2015,제기동,상선,16시~17시,45
일요일,2015,신설동,상선,16시~17시,47
일요일,2015,동묘앞,상선,16시~17시,45
일요일,2015,동대문,상선,16시~17시,44
일요일,2015,종로5가,상선,16시~17시,47
일요일,2015,종로3가,상선,16시~17시,49
일요일,2015,종각,상선,16시~17시,45
일요일,2015,시청,상선,16시~17시,48
일요일,2015,서울역,상선,16시~17시,47
평일,2013,서울역,상선,16시~17시,34
평일,2013,시청,상선,16시~17시,43
평일,2013,종각,상선,16시~17시,45
평일,2013,종로3가,상선,16시~17시,54
평일,2013,종로5가,상선,16시~17시,53
평일,2013,동대문,상선,16시~17시,54
평일,2013,동묘앞,상선,16시~17시,51
평일,2013,신설동,상선,16시~17시,49
평일,2013,제기동,상선,16시~17시,46
평일,2013,청량리,상선,16시~17시,41
토요일,2013,서울역,상선,16시~17시,55
토요일,2013,시청,상선,16시~17시,61
토요일,2013,종각,상선,16시~17시,60
토요일,2013,종로3가,상선,16시~17시,70
토요일,2013,종로5가,상선,16시~17시,71
토요일,2013,동대문,상선,16시~17시,68
토요일,2013,동묘앞,상선,16시~17시,64
토요일,2013,신설동,상선,16시~17시,68
토요일,2013,제기동,상선,16시~17시,64
토요일,2013,청량리,상선,16시~17시,53
일요일,2013,서울역,상선,16시~17시,44
일요일,2013,시청,상선,16시~17시,49
일요일,2013,종각,상선,16시~17시,50
일요일,2013,종로3가,상선,16시~17시,57
일요일,2013,종로5가,상선,16시~17시,57
일요일,2013,동대문,상선,16시~17시,55
일요일,2013,동묘앞,상선,16시~17시,52
일요일,2013,신설동,상선,16시~17시,57
일요일,2013,제기동,상선,16시~17시,54
일요일,2013,청량리,상선,16시~17시,45
평일,2011,서울역,상선,16시~17시,30
평일,2011,시청,상선,16시~17시,39
평일,2011,종각,상선,16시~17시,44
평일,2011,종로3가,상선,16시~17시,55
평일,2011,종로5가,상선,16시~17시,56
평일,2011,동대문,상선,16시~17시,55
평일,2011,동묘앞,상선,16시~17시,52
평일,2011,신설동,상선,16시~17시,51
평일,2011,제기동,상선,16시~17시,49
평일,2011,청량리,상선,16시~17시,43
토요일,2011,서울역,상선,16시~17시,55
토요일,2011,시청,상선,16시~17시,61
토요일,2011,종각,상선,16시~17시,63
토요일,2011,종로3가,상선,16시~17시,70
토요일,2011,종로5가,상선,16시~17시,69
토요일,2011,동대문,상선,16시~17시,68
토요일,2011,동묘앞,상선,16시~17시,63
토요일,2011,신설동,상선,16시~17시,66
