요일,연도,역명,방향,시간대,혼잡도
일요일,2019,종각,상선,08시~09시,13.8
일요일,2019,종로3가,상선,08시~09시,14.1
일요일,2019,종로5가,상선,08시~09시,13.3
일요일,2019,동대문,상선,08시~09시,13.3
일요일,2019,신설동,상선,08시~09시,11.5
일요일,2019,제기동,상선,08시~09시,11.25
일요일,2019,청량리,상선,08시~09시,9.75
일요일,2019,동묘앞,상선,08시~09시,12.2
평일,2021,서울역,상선,08시~09시,62.25
평일,2021,시청,상선,08시~09시,45.75
평일,2021,종각,상선,08시~09시,26
평일,2021,종로3가,상선,08시~09시,28.15
평일,2021,종로5가,상선,08시~09시,19.45
평일,2021,동대문,상선,08시~09시,18.15
평일,2021,신설동,상선,08시~09시,13.55
평일,2021,제기동,상선,08시~09시,11.35
평일,2021,청량리,상선,08시~09시,8.7
평일,2021,동묘앞,상선,08시~09시,16.25
토요일,2021,서울역,상선,08시~09시,19.85
토요일,2021,시청,상선,08시~09시,17.05
토요일,2021,종각,상선,08시~09시,15.1
토요일,2021,종로3가,상선,08시~09시,16.6
토요일,2021,종로5가,상선,08시~09시,14.3
토요일,2021,동대문,상선,08시~09시,13.9
토요일,2021,신설동,상선,08시~09시,13.15
토요일,2021,제기동,상선,08시~09시,11.8
토요일,2021,청량리,상선,08시~09시,9.45
토요일,2021,동묘앞,상선,08시~09시,12.3
일요일,2021,서울역,상선,08시~09시,13.45
일요일,2021,시청,상선,08시~09시,11.9
일요일,2021,종각,상선,08시~09시,10.95
일요일,2021,종로3가,상선,08시~09시,12.2
일요일,2021,종로5가,상선,08시~09시,11.05
일요일,2021,동대문,상선,08시~09시,11.15
일요일,2021,신설동,상선,08시~09시,11.85
일요일,2021,제기동,상선,08시~09시,11.25
일요일,2021,청량리,상선,08시~09시,10.35
일요일,2021,동묘앞,상선,08시~09시,11.1
평일,2022,서울역,상선,08시~09시,75.9
평일,2022,시청,상선,08시~09시,55.5
평일,2022,종각,상선,08시~09시,33.6
평일,2022,종로3가,상선,08시~09시,36.6
평일,2022,종로5가,상선,08시~09시,27.25
평일,2022,동대문,상선,08시~09시,26.3
평일,2022,신설동,상선,08시~09시,19.65
평일,2022,제기동,상선,08시~09시,17.5
평일,2022,청량리,상선,08시~09시,14.35
평일,2022,동묘앞,상선,08시~09시,22.95
토요일,2022,서울역,상선,08시~09시,25
토요일,2022,시청,상선,08시~09시,22.05
토요일,2022,종각,상선,08시~09시,19.35
토요일,2022,종로3가,상선,08시~09시,21
토요일,2022,종로5가,상선,08시~09시,18.25
토요일,2022,동대문,상선,08시~09시,18.45
토요일,2022,신설동,상선,08시~09시,17.35
토요일,2022,제기동,상선,08시~09시,16.3
토요일,2022,청량리,상선,08시~09시,13.9
토요일,2022,동묘앞,상선,08시~09시,16.5
일요일,2022,서울역,상선,08시~09시,17.15
일요일,2022,시청,상선,08시~09시,14.85
일요일,2022,종각,상선,08시~09시,13.55
일요일,2022,종로3가,상선,08시~09시,14.45
일요일,2022,종로5가,상선,08시~09시,13.2
일요일,2022,동대문,상선,08시~09시,13.5
일요일,2022,신설동,상선,08시~09시,13.15
일요일,2022,제기동,상선,08시~09시,12.45
일요일,2022,청량리,상선,08시~09시,10.9
일요일,2022,동묘앞,상선,08시~09시,12.8
평일,2015,청량리,상선,08시~09시,24
평일,2015,제기동,상선,08시~09시,25
평일,2015,신설동,상선,08시~09시,27
평일,2015,동묘앞,상선,08시~09시,35
평일,2015,동대문,상선,08시~09시,39
평일,2015,종로5가,상선,08시~09시,41
평일,2015,종로3가,상선,08시~09시,54
평일,2015,종각,상선,08시~09시,50
평일,2015,시청,상선,08시~09시,73
평일,2015,서울역,상선,08시~09시,94
토요일,2015,청량리,상선,08시~09시,22
토요일,2015,제기동,상선,08시~09시,17
토요일,2015,신설동,상선,08시~09시,18
토요일,2015,동묘앞,상선,08시~09시,20
토요일,2015,동대문,상선,08시~09시,22
토요일,2015,종로5가,상선,08시~09시,25
토요일,2015,종로3가,상선,08시~09시,29
토요일,2015,종각,상선,08시~09시,30
토요일,2015,시청,상선,08시~09시,33
토요일,2015,서울역,상선,08시~09시,38
일요일,2015,청량리,상선,08시~09시,18
일요일,2015,제기동,상선,08시~09시,14
일요일,2015,신설동,상선,08시~09시,15
일요일,2015,동묘앞,상선,08시~09시,15
일요일,2015,동대문,상선,08시~09시,17
일요일,2015,종로5가,상선,08시~09시,20
일요일,2015,종로3가,상선,08시~09시,21
일요일,2015,종각,상선,08시~09시,22
일요일,2015,시청,상선,08시~09시,24
일요일,2015,서울역,상선,08시~09시,28
평일,2013,서울역,상선,08시~09시,72
평일,2013,시청,상선,08시~09시,66
평일,2013,종각,상선,08시~09시,50
평일,2013,종로3가,상선,08시~09시,57
평일,2013,종로5가,상선,08시~09시,45
평일,2013,동대문,상선,08시~09시,43
평일,2013,동묘앞,상선,08시~09시,39
평일,2013,신설동,상선,08시~09시,31
평일,2013,제기동,상선,08시~09시,29
평일,2013,청량리,상선,08시~09시,24
토요일,2013,서울역,상선,08시~09시,39
토요일,2013,시청,상선,08시~09시,39
토요일,2013,종각,상선,08시~09시,37
토요일,2013,종로3가,상선,08시~09시,40
토요일,2013,종로5가,상선,08시~09시,35
토요일,2013,동대문,상선,08시~09시,32
토요일,2013,동묘앞,상선,08시~09시,30
토요일,2013,신설동,상선,08시~09시,27
토요일,2013,제기동,상선,08시~09시,25
토요일,2013,청량리,상선,08시~09시,20
일요일,2013,서울역,상선,08시~09시,25
일요일,2013,시청,상선,08시~09시,25
일요일,2013,종각,상선,08시~09시,24
일요일,2013,종로3가,상선,08시~09시,26
일요일,2013,종로5가,상선,08시~09시,24
일요일,2013,동대문,상선,08시~09시,23
일요일,2013,동묘앞,상선,08시~09시,23
일요일,2013,신설동,상선,08시~09시,22
일요일,2013,제기동,상선,08시~09시,22
일요일,2013,청량리,상선,08시~09시,18
평일,2011,서울역,상선,08시~09시,76
평일,2011,시청,상선,08시~09시,69
평일,2011,종각,상선,08시~09시,53
평일,2011,종로3가,상선,08시~09시,57
평일,2011,종로5가,상선,08시~09시,46
평일,2011,동대문,상선,08시~09시,44
평일,2011,동묘앞,상선,08시~09시,40
평일,2011,신설동,상선,08시~09시,30
평일,2011,제기동,상선,08시~09시,28
평일,2011,청량리,상선,08시~09시,22
토요일,2011,서울역,상선,08시~09시,31
토요일,2011,시청,상선,08시~09시,31
토요일,2011,종각,상선,08시~09시,28
토요일,2011,종로3가,상선,08시~09시,31
토요일,2011,종로5가,상선,08시~09시,26
토요일,2011,동대문,상선,08시~09시,22
토요일,2011,동묘앞,상선,08시~09시,21
토요일,2011,신설동,상선,08시~09시,18
토요일,2011,제기동,상선,08시~09시,16
토요일,2011,청량리,상선,08시~09시,12
일요일,2011,서울역,상선,08시~09시,18
일요일,2011,시청,상선,08시~09시,18
일요일,2011,종각,상선,08시~09시,17
일요일,2011,종로3가,상선,08시~09시,18
일요일,2011,종로5가,상선,08시~09시,17
일요일,2011,동대문,상선,08시~09시,15
일요일,2011,동묘앞,상선,08시~09시,15
일요일,2011,신설동,상선,08시~09시,14
일요일,2011,제기동,상선,08시~09시,13
일요일,2011,청량리,상선,08시~09시,11
평일,2017,서울역,상선,09시~10시,55.95
평일,2017,시청,상선,09시~10시,48.45
평일,2017,종각,상선,09시~10시,36.6
평일,2017,종로3가,상선,09시~10시,36.15
평일,2017,종로5가,상선,09시~10시,28.45
평일,2017,동대문,상선,09시~10시,26.05
평일,2017,신설동,상선,09시~10시,23.8
평일,2017,제기동,상선,09시~10시,19.75
평일,2017,청량리,상선,09시~10시,13.6
평일,2017,동묘앞,상선,09시~10시,22
토요일,2017,서울역,상선,09시~10시,32.25
토요일,2017,시청,상선,09시~10시,29.3
토요일,2017,종각,상선,09시~10시,23.6
토요일,2017,종로3가,상선,09시~10시,23.65
토요일,2017,종로5가,상선,09시~10시,20.35
토요일,2017,동대문,상선,09시~10시,19.25
토요일,2017,신설동,상선,09시~10시,17.3
토요일,2017,제기동,상선,09시~10시,14.75
토요일,2017,청량리,상선,09시~10시,12.1
토요일,2017,동묘앞,상선,09시~10시,16.5
일요일,2017,서울역,상선,09시~10시,20.9
일요일,2017,시청,상선,09시~10시,19
일요일,2017,종각,상선,09시~10시,16.25
일요일,2017,종로3가,상선,09시~10시,15.8
일요일,2017,종로5가,상선,09시~10시,14.6
일요일,2017,동대문,상선,09시~10시,14.05
일요일,2017,신설동,상선,09시~10시,13.1
일요일,2017,제기동,상선,09시~10시,11.5
일요일,2017,청량리,상선,09시~10시,9.8
일요일,2017,동묘앞,상선,09시~10시,12.15
평일,2019,서울역,상선,09시~10시,54.65
평일,2019,시청,상선,09시~10시,47.1
평일,2019,종각,상선,09시~10시,33.7
평일,2019,종로3가,상선,09시~10시,31.8
평일,2019,종로5가,상선,09시~10시,24.95
평일,2019,동대문,상선,09시~10시,23.25
평일,2019,신설동,상선,09시~10시,20.8
평일,2019,제기동,상선,09시~10시,16.25
평일,2019,청량리,상선,09시~10시,11.45
평일,2019,동묘앞,상선,09시~10시,20.2
토요일,2019,서울역,상선,09시~10시,32.1
토요일,2019,시청,상선,09시~10시,28.45
토요일,2019,종각,상선,09시~10시,24.05
토요일,2019,종로3가,상선,09시~10시,23.5
토요일,2019,종로5가,상선,09시~10시,19.65
토요일,2019,동대문,상선,09시~10시,19.1
토요일,2019,신설동,상선,09시~10시,15.9
토요일,2019,제기동,상선,09시~10시,13.45
토요일,2019,청량리,상선,09시~10시,10
토요일,2019,동묘앞,상선,09시~10시,16.1
일요일,2019,서울역,상선,09시~10시,22.8
일요일,2019,시청,상선,09시~10시,20.35
일요일,2019,종각,상선,09시~10시,16.75
일요일,2019,종로3가,상선,09시~10시,16.45
일요일,2019,종로5가,상선,09시~10시,15
일요일,2019,동대문,상선,09시~10시,14.4
일요일,2019,신설동,상선,09시~10시,11.45
일요일,2019,제기동,상선,09시~10시,10.15
일요일,2019,청량리,상선,09시~10시,8.1
일요일,2019,동묘앞,상선,09시~10시,11.5
평일,2021,서울역,상선,09시~10시,39.2
평일,2021,시청,상선,09시~10시,33.3
평일,2021,종각,상선,09시~10시,22.7
평일,2021,종로3가,상선,09시~10시,21.25
평일,2021,종로5가,상선,09시~10시,16.15
평일,2021,동대문,상선,09시~10시,14.8
평일,2021,신설동,상선,09시~10시,13.65
평일,2021,제기동,상선,09시~10시,10.75
평일,2021,청량리,상선,09시~10시,8.35
평일,2021,동묘앞,상선,09시~10시,13.2
토요일,2021,서울역,상선,09시~10시,23.45
토요일,2021,시청,상선,09시~10시,22.6
토요일,2021,종각,상선,09시~10시,19.45
토요일,2021,종로3가,상선,09시~10시,18.15
토요일,2021,종로5가,상선,09시~10시,16.3
토요일,2021,동대문,상선,09시~10시,15.85
토요일,2021,신설동,상선,09시~10시,14.7
토요일,2021,제기동,상선,09시~10시,12.8
토요일,2021,청량리,상선,09시~10시,9.15
토요일,2021,동묘앞,상선,09시~10시,14.55
일요일,2021,서울역,상선,09시~10시,16.75
일요일,2021,시청,상선,09시~10시,16.3
일요일,2021,종각,상선,09시~10시,14.6
일요일,2021,종로3가,상선,09시~10시,14.1
일요일,2021,종로5가,상선,09시~10시,14
일요일,2021,동대문,상선,09시~10시,13.4
일요일,2021,신설동,상선,09시~10시,11.35
일요일,2021,제기동,상선,09시~10시,10.35
일요일,2021,청량리,상선,09시~10시,8.1
일요일,2021,동묘앞,상선,09시~10시,10.95
평일,2022,서울역,상선,09시~10시,54.9
평일,2022,시청,상선,09시~10시,46.25
평일,2022,종각,상선,09시~10시,32.25
평일,2022,종로3가,상선,09시~10시,32.95
평일,2022,종로5가,상선,09시~10시,25.75
평일,2022,동대문,상선,09시~10시,23.65
평일,2022,신설동,상선,09시~10시,22
평일,2022,제기동,상선,09시~10시,18.45
평일,2022,청량리,상선,09시~10시,14.45
평일,2022,동묘앞,상선,09시~10시,20.25
토요일,2022,서울역,상선,09시~10시,31.9
토요일,2022,시청,상선,09시~10시,29.7
토요일,2022,종각,상선,09시~10시,25.85
토요일,2022,종로3가,상선,09시~10시,22.4
토요일,2022,종로5가,상선,09시~10시,19.9
토요일,2022,동대문,상선,09시~10시,19.75
토요일,2022,신설동,상선,09시~10시,17.95
토요일,2022,제기동,상선,09시~10시,15.7
토요일,2022,청량리,상선,09시~10시,12.1
토요일,2022,동묘앞,상선,09시~10시,17.55
일요일,2022,서울역,상선,09시~10시,20.15
일요일,2022,시청,상선,09시~10시,19.2
일요일,2022,종각,상선,09시~10시,17.4
일요일,2022,종로3가,상선,09시~10시,16.6
일요일,2022,종로5가,상선,09시~10시,16.2
일요일,2022,동대문,상선,09시~10시,16
일요일,2022,신설동,상선,09시~10시,12.65
일요일,2022,제기동,상선,09시~10시,11.65
일요일,2022,청량리,상선,09시~10시,9.15
일요일,2022,동묘앞,상선,09시~10시,13.1
평일,2015,청량리,상선,09시~10시,26
평일,2015,제기동,상선,09시~10시,24
평일,2015,신설동,상선,09시~10시,28
평일,2015,동묘앞,상선,09시~10시,34
평일,2015,동대문,상선,09시~10시,32
평일,2015,종로5가,상선,09시~10시,36
평일,2015,종로3가,상선,09시~10시,44
평일,2015,종각,상선,09시~10시,48
평일,2015,시청,상선,09시~10시,61
평일,2015,서울역,상선,09시~10시,66
토요일,2015,청량리,상선,09시~10시,20
토요일,2015,제기동,상선,09시~10시,18
토요일,2015,신설동,상선,09시~10시,21
토요일,2015,동묘앞,상선,09시~10시,22
토요일,2015,동대문,상선,09시~10시,22
토요일,2015,종로5가,상선,09시~10시,25
토요일,2015,종로3가,상선,09시~10시,30
토요일,2015,종각,상선,09시~10시,33
토요일,2015,시청,상선,09시~10시,38
토요일,2015,서울역,상선,09시~10시,43
일요일,2015,청량리,상선,09시~10시,23
일요일,2015,제기동,상선,09시~10시,19
일요일,2015,신설동,상선,09시~10시,20
일요일,2015,동묘앞,상선,09시~10시,21
일요일,2015,동대문,상선,09시~10시,21
일요일,2015,종로5가,상선,09시~10시,23
일요일,2015,종로3가,상선,09시~10시,25
일요일,2015,종각,상선,09시~10시,26
일요일,2015,시청,상선,09시~10시,28
일요일,2015,서울역,상선,09시~10시,31
평일,2013,서울역,상선,09시~10시,54
평일,2013,시청,상선,09시~10시,55
평일,2013,종각,상선,09시~10시,46
평일,2013,종로3가,상선,09시~10시,50
평일,2013,종로5가,상선,09시~10시,42
평일,2013,동대문,상선,09시~10시,38
평일,2013,동묘앞,상선,09시~10시,33
평일,2013,신설동,상선,09시~10시,36
평일,2013,제기동,상선,09시~10시,30
평일,2013,청량리,상선,09시~10시,24
토요일,2013,서울역,상선,09시~10시,41
토요일,2013,시청,상선,09시~10시,44
토요일,2013,종각,상선,09시~10시,40
토요일,2013,종로3가,상선,09시~10시,42
토요일,2013,종로5가,상선,09시~10시,39
토요일,2013,동대문,상선,09시~10시,38
토요일,2013,동묘앞,상선,09시~10시,35
토요일,2013,신설동,상선,09시~10시,37
토요일,2013,제기동,상선,09시~10시,34
토요일,2013,청량리,상선,09시~10시,29
일요일,2013,서울역,상선,09시~10시,29
일요일,2013,시청,상선,09시~10시,32
일요일,2013,종각,상선,09시~10시,29
일요일,2013,종로3가,상선,09시~10시,31
일요일,2013,종로5가,상선,09시~10시,30
일요일,2013,동대문,상선,09시~10시,31
일요일,2013,동묘앞,상선,09시~10시,29
일요일,2013,신설동,상선,09시~10시,32
일요일,2013,제기동,상선,09시~10시,30
일요일,2013,청량리,상선,09시~10시,27
평일,2011,서울역,상선,09시~10시,54
평일,2011,시청,상선,09시~10시,55
평일,2011,종각,상선,09시~10시,45
평일,2011,종로3가,상선,09시~10시,49
평일,2011,종로5가,상선,09시~10시,43
평일,2011,동대문,상선,09시~10시,39
평일,2011,동묘앞,상선,09시~10시,35
평일,2011,신설동,상선,09시~10시,35
평일,2011,제기동,상선,09시~10시,30
평일,2011,청량리,상선,09시~10시,22
토요일,2011,서울역,상선,09시~10시,35
토요일,2011,시청,상선,09시~10시,39
토요일,2011,종각,상선,09시~10시,34
토요일,2011,종로3가,상선,09시~10시,36
토요일,2011,종로5가,상선,09시~10시,31
토요일,2011,동대문,상선,09시~10시,30
토요일,2011,동묘앞,상선,09시~10시,27
토요일,2011,신설동,상선,09시~10시,27
토요일,2011,제기동,상선,09시~10시,23
토요일,2011,청량리,상선,09시~10시,18
일요일,2011,서울역,상선,09시~10시,24
일요일,2011,시청,상선,09시~10시,26
일요일,2011,종각,상선,09시~10시,24
일요일,2011,종로3가,상선,09시~10시,27
일요일,2011,종로5가,상선,09시~10시,26
일요일,2011,동대문,상선,09시~10시,26
일요일,2011,동묘앞,상선,09시~10시,25
일요일,2011,신설동,상선,09시~10시,26
일요일,2011,제기동,상선,09시~10시,24
일요일,2011,청량리,상선,09시~10시,22
평일,2017,서울역,상선,10시~11시,33.95
평일,2017,시청,상선,10시~11시,31.7
평일,2017,종각,상선,10시~11시,28.5
평일,2017,종로3가,상선,10시~11시,30.5
평일,2017,종로5가,상선,10시~11시,25.8
평일,2017,동대문,상선,10시~11시,24.45
평일,2017,신설동,상선,10시~11시,22.9
평일,2017,제기동,상선,10시~11시,18.5
평일,2017,청량리,상선,10시~11시,16.25
평일,2017,동묘앞,상선,10시~11시,23.05
토요일,2017,서울역,상선,10시~11시,39.95
토요일,2017,시청,상선,10시~11시,35.95
토요일,2017,종각,상선,10시~11시,31.8
토요일,2017,종로3가,상선,10시~11시,31.8
토요일,2017,종로5가,상선,10시~11시,27.6
토요일,2017,동대문,상선,10시~11시,25.4
토요일,2017,신설동,상선,10시~11시,23.3
토요일,2017,제기동,상선,10시~11시,18.65
토요일,2017,청량리,상선,10시~11시,13.4
토요일,2017,동묘앞,상선,10시~11시,23.35
일요일,2017,서울역,상선,10시~11시,27.65
일요일,2017,시청,상선,10시~11시,24.95
일요일,2017,종각,상선,10시~11시,22.35
일요일,2017,종로3가,상선,10시~11시,23.25
일요일,2017,종로5가,상선,10시~11시,21.35
일요일,2017,동대문,상선,10시~11시,19.4
일요일,2017,신설동,상선,10시~11시,16.45
일요일,2017,제기동,상선,10시~11시,13.3
일요일,2017,청량리,상선,10시~11시,10.15
일요일,2017,동묘앞,상선,10시~11시,17.4
평일,2019,서울역,상선,10시~11시,34.9
평일,2019,시청,상선,10시~11시,32.3
평일,2019,종각,상선,10시~11시,27.5
평일,2019,종로3가,상선,10시~11시,27.45
평일,2019,종로5가,상선,10시~11시,22.45
평일,2019,동대문,상선,10시~11시,22.3
평일,2019,신설동,상선,10시~11시,19.15
평일,2019,제기동,상선,10시~11시,15.35
평일,2019,청량리,상선,10시~11시,13.05
평일,2019,동묘앞,상선,10시~11시,20.45
토요일,2019,서울역,상선,10시~11시,39.15
토요일,2019,시청,상선,10시~11시,34.8
토요일,2019,종각,상선,10시~11시,30.4
토요일,2019,종로3가,상선,10시~11시,29.3
토요일,2019,종로5가,상선,10시~11시,24.25
토요일,2019,동대문,상선,10시~11시,22.55
토요일,2019,신설동,상선,10시~11시,19.55
토요일,2019,제기동,상선,10시~11시,15.4
토요일,2019,청량리,상선,10시~11시,11.55
토요일,2019,동묘앞,상선,10시~11시,20.65
일요일,2019,서울역,상선,10시~11시,25.15
일요일,2019,시청,상선,10시~11시,22.8
일요일,2019,종각,상선,10시~11시,21.5
일요일,2019,종로3가,상선,10시~11시,21.6
일요일,2019,종로5가,상선,10시~11시,19.65
일요일,2019,동대문,상선,10시~11시,18.1
일요일,2019,신설동,상선,10시~11시,13.95
일요일,2019,제기동,상선,10시~11시,11.45
일요일,2019,청량리,상선,10시~11시,8.55
일요일,2019,동묘앞,상선,10시~11시,14.95
평일,2021,서울역,상선,10시~11시,25
평일,2021,시청,상선,10시~11시,21.05
평일,2021,종각,상선,10시~11시,17.7
평일,2021,종로3가,상선,10시~11시,20.55
평일,2021,종로5가,상선,10시~11시,17.05
평일,2021,동대문,상선,10시~11시,15.2
평일,2021,신설동,상선,10시~11시,13.55
평일,2021,제기동,상선,10시~11시,10.45
평일,2021,청량리,상선,10시~11시,8.15
평일,2021,동묘앞,상선,10시~11시,14.4
토요일,2021,서울역,상선,10시~11시,27.45
토요일,2021,시청,상선,10시~11시,25.4
토요일,2021,종각,상선,10시~11시,23.1
토요일,2021,종로3가,상선,10시~11시,23.05
토요일,2021,종로5가,상선,10시~11시,19.95
토요일,2021,동대문,상선,10시~11시,19
토요일,2021,신설동,상선,10시~11시,16.4
토요일,2021,제기동,상선,10시~11시,13.4
토요일,2021,청량리,상선,10시~11시,10.6
토요일,2021,동묘앞,상선,10시~11시,16.9
일요일,2021,서울역,상선,10시~11시,22.25
일요일,2021,시청,상선,10시~11시,20.75
일요일,2021,종각,상선,10시~11시,18.9
일요일,2021,종로3가,상선,10시~11시,18
일요일,2021,종로5가,상선,10시~11시,16.75
일요일,2021,동대문,상선,10시~11시,16.2
일요일,2021,신설동,상선,10시~11시,11.55
일요일,2021,제기동,상선,10시~11시,9.85
일요일,2021,청량리,상선,10시~11시,8.25
일요일,2021,동묘앞,상선,10시~11시,12.75
평일,2022,서울역,상선,10시~11시,34.35
평일,2022,시청,상선,10시~11시,30.15
평일,2022,종각,상선,10시~11시,26.1
평일,2022,종로3가,상선,10시~11시,27.85
평일,2022,종로5가,상선,10시~11시,23.35
평일,2022,동대문,상선,10시~11시,21.7
평일,2022,신설동,상선,10시~11시,17.95
평일,2022,제기동,상선,10시~11시,14.55
평일,2022,청량리,상선,10시~11시,11.8
평일,2022,동묘앞,상선,10시~11시,19.3
토요일,2022,서울역,상선,10시~11시,35.85
토요일,2022,시청,상선,10시~11시,33.3
토요일,2022,종각,상선,10시~11시,29.85
토요일,2022,종로3가,상선,10시~11시,28.95
토요일,2022,종로5가,상선,10시~11시,24.2
토요일,2022,동대문,상선,10시~11시,23.55
토요일,2022,신설동,상선,10시~11시,18.3
토요일,2022,제기동,상선,10시~11시,15.15
토요일,2022,청량리,상선,10시~11시,12.1
토요일,2022,동묘앞,상선,10시~11시,19.85
일요일,2022,서울역,상선,10시~11시,30.9
일요일,2022,시청,상선,10시~11시,28.5
일요일,2022,종각,상선,10시~11시,25.85
일요일,2022,종로3가,상선,10시~11시,23.45
일요일,2022,종로5가,상선,10시~11시,21.6
일요일,2022,동대문,상선,10시~11시,20.15
일요일,2022,신설동,상선,10시~11시,14.25
일요일,2022,제기동,상선,10시~11시,12.7
일요일,2022,청량리,상선,10시~11시,10.45
일요일,2022,동묘앞,상선,10시~11시,16
평일,2015,청량리,상선,10시~11시,28
평일,2015,제기동,상선,10시~11시,25
평일,2015,신설동,상선,10시~11시,30
평일,2015,동묘앞,상선,10시~11시,32
평일,2015,동대문,상선,10시~11시,30
평일,2015,종로5가,상선,10시~11시,34
평일,2015,종로3가,상선,10시~11시,39
평일,2015,종각,상선,10시~11시,38
평일,2015,시청,상선,10시~11시,42
평일,2015,서울역,상선,10시~11시,40
토요일,2015,청량리,상선,10시~11시,23
토요일,2015,제기동,상선,10시~11시,21
토요일,2015,신설동,상선,10시~11시,25
토요일,2015,동묘앞,상선,10시~11시,26
토요일,2015,동대문,상선,10시~11시,27
토요일,2015,종로5가,상선,10시~11시,32
토요일,2015,종로3가,상선,10시~11시,39
토요일,2015,종각,상선,10시~11시,42
토요일,2015,시청,상선,10시~11시,47
토요일,2015,서울역,상선,10시~11시,51
일요일,2015,청량리,상선,10시~11시,22
일요일,2015,제기동,상선,10시~11시,19
일요일,2015,신설동,상선,10시~11시,22
일요일,2015,동묘앞,상선,10시~11시,23
일요일,2015,동대문,상선,10시~11시,24
일요일,2015,종로5가,상선,10시~11시,27
일요일,2015,종로3가,상선,10시~11시,30
일요일,2015,종각,상선,10시~11시,32
일요일,2015,시청,상선,10시~11시,35
일요일,2015,서울역,상선,10시~11시,37
평일,2013,서울역,상선,10시~11시,35
평일,2013,시청,상선,10시~11시,39
평일,2013,종각,상선,10시~11시,35
평일,2013,종로3가,상선,10시~11시,42
평일,2013,종로5가,상선,10시~11시,37
평일,2013,동대문,상선,10시~11시,36
평일,2013,동묘앞,상선,10시~11시,37
평일,2013,신설동,상선,10시~11시,38
평일,2013,제기동,상선,10시~11시,31
평일,2013,청량리,상선,10시~11시,25
토요일,2013,서울역,상선,10시~11시,40
토요일,2013,시청,상선,10시~11시,41
토요일,2013,종각,상선,10시~11시,38
토요일,2013,종로3가,상선,10시~11시,40
토요일,2013,종로5가,상선,10시~11시,35
토요일,2013,동대문,상선,10시~11시,33
토요일,2013,동묘앞,상선,10시~11시,33
토요일,2013,신설동,상선,10시~11시,34
토요일,2013,제기동,상선,10시~11시,30
토요일,2013,청량리,상선,10시~11시,23
일요일,2013,서울역,상선,10시~11시,33
일요일,2013,시청,상선,10시~11시,35
일요일,2013,종각,상선,10시~11시,32
일요일,2013,종로3가,상선,10시~11시,34
일요일,2013,종로5가,상선,10시~11시,33
일요일,2013,동대문,상선,10시~11시,31
일요일,2013,동묘앞,상선,10시~11시,30
일요일,2013,신설동,상선,10시~11시,30
일요일,2013,제기동,상선,10시~11시,27
일요일,2013,청량리,상선,10시~11시,22
평일,2011,서울역,상선,10시~11시,38
평일,2011,시청,상선,10시~11시,43
평일,2011,종각,상선,10시~11시,40
평일,2011,종로3가,상선,10시~11시,45
평일,2011,종로5가,상선,10시~11시,40
평일,2011,동대문,상선,10시~11시,38
평일,2011,동묘앞,상선,10시~11시,35
평일,2011,신설동,상선,10시~11시,38
평일,2011,제기동,상선,10시~11시,30
평일,2011,청량리,상선,10시~11시,27
토요일,2011,서울역,상선,10시~11시,36
토요일,2011,시청,상선,10시~11시,39
토요일,2011,종각,상선,10시~11시,37
토요일,2011,종로3가,상선,10시~11시,39
토요일,2011,종로5가,상선,10시~11시,35
토요일,2011,동대문,상선,10시~11시,33
토요일,2011,동묘앞,상선,10시~11시,32
토요일,2011,신설동,상선,10시~11시,31
토요일,2011,제기동,상선,10시~11시,26
토요일,2011,청량리,상선,10시~11시,22
일요일,2011,서울역,상선,10시~11시,27
일요일,2011,시청,상선,10시~11시,29
일요일,2011,종각,상선,10시~11시,28
일요일,2011,종로3가,상선,10시~11시,30
일요일,2011,종로5가,상선,10시~11시,28
일요일,2011,동대문,상선,10시~11시,27
일요일,2011,동묘앞,상선,10시~11시,25
일요일,2011,신설동,상선,10시~11시,24
일요일,2011,제기동,상선,10시~11시,21
일요일,2011,청량리,상선,10시~11시,18
평일,2017,서울역,상선,11시~12시,42.3
평일,2017,시청,상선,11시~12시,39.8
평일,2017,종각,상선,11시~12시,36.25
평일,2017,종로3가,상선,11시~12시,35.9
평일,2017,종로5가,상선,11시~12시,31.35
평일,2017,동대문,상선,11시~12시,29.75
평일,2017,신설동,상선,11시~12시,28.85
평일,2017,제기동,상선,11시~12시,22.35
평일,2017,청량리,상선,11시~12시,18.65
평일,2017,동묘앞,상선,11시~12시,27.4
토요일,2017,서울역,상선,11시~12시,57.1
토요일,2017,시청,상선,11시~12시,51.55
토요일,2017,종각,상선,11시~12시,45.8
토요일,2017,종로3가,상선,11시~12시,47.35
토요일,2017,종로5가,상선,11시~12시,39.35
토요일,2017,동대문,상선,11시~12시,36.35
토요일,2017,신설동,상선,11시~12시,32.5
토요일,2017,제기동,상선,11시~12시,25.45
토요일,2017,청량리,상선,11시~12시,20.15
토요일,2017,동묘앞,상선,11시~12시,31.5
일요일,2017,서울역,상선,11시~12시,40.95
일요일,2017,시청,상선,11시~12시,36.65
일요일,2017,종각,상선,11시~12시,32.85
일요일,2017,종로3가,상선,11시~12시,33.05
일요일,2017,종로5가,상선,11시~12시,29.5
일요일,2017,동대문,상선,11시~12시,27
일요일,2017,신설동,상선,11시~12시,21.45
일요일,2017,제기동,상선,11시~12시,16.8
일요일,2017,청량리,상선,11시~12시,13.4
일요일,2017,동묘앞,상선,11시~12시,22.1
평일,2019,서울역,상선,11시~12시,41.2
